Date,Open,High,Low,Close,Adj Close,Volume
"Feb 13, 2017",53.8,53.95,52.77,52.93,52.93,"5,86,034"
"Feb 10, 2017",53.15,54.13,52.9,53.86,53.86,"5,96,449"
"Feb 09, 2017",52.37,53.21,52.37,53,53,"6,10,196"
"Feb 08, 2017",51.64,52.67,51.22,52.34,52.34,"7,67,379"
"Feb 07, 2017",53.14,53.24,51.63,52.17,52.17,"6,24,057"
"Feb 06, 2017",53.81,54.13,52.91,53.01,53.01,"4,25,085"
"Feb 03, 2017",53.68,54.22,53.4,53.83,53.83,"4,62,616"
"Feb 02, 2017",53.57,54.34,53.35,53.54,53.54,"4,92,553"
"Feb 01, 2017",52.76,53.91,52.64,53.88,53.88,"5,77,243"
"Jan 31, 2017",52.6,53.56,52.24,52.81,52.81,"5,86,676"
"Jan 30, 2017",53.15,53.46,52.41,52.63,52.63,"4,86,309"
"Jan 27, 2017",53.74,54.08,52.58,53.17,53.17,"4,95,556"
"Jan 26, 2017",52.96,54.06,52.79,53.78,53.78,"5,78,065"
"Jan 25, 2017",52.95,53.47,52.56,52.75,52.75,"5,89,709"
"Jan 24, 2017",52.86,53.56,52.67,53.18,53.18,"5,20,285"
"Jan 23, 2017",53.33,53.47,52.21,52.75,52.75,"4,55,333"
"Jan 20, 2017",51.45,52.9,51.39,52.42,52.42,"5,67,231"
"Jan 19, 2017",51.39,51.87,51.02,51.37,51.37,"1,22,593"
"Jan 18, 2017",52.52,52.79,50.91,51.08,51.08,"2,36,238"
"Jan 17, 2017",52.55,53.52,52.12,52.48,52.48,"6,06,023"
"Jan 13, 2017",53.05,53.17,52.27,52.37,52.37,"4,77,986"
"Jan 12, 2017",52.37,53.5,52.12,53.01,53.01,"6,60,703"
"Jan 11, 2017",50.81,52.78,50.75,52.25,52.25,"8,15,846"
"Jan 10, 2017",51.83,52.37,50.71,50.82,50.82,"6,32,573"
"Jan 09, 2017",53.75,53.83,51.76,51.96,51.96,"5,64,893"
"Jan 06, 2017",53.73,54.32,53.32,53.99,53.99,"5,28,333"
"Jan 05, 2017",53.39,54.12,52.79,53.76,53.76,"5,17,362"
"Jan 04, 2017",52.49,53.43,52.15,53.26,53.26,"5,12,641"
"Jan 03, 2017",54.2,55.24,52.11,52.33,52.33,"7,27,793"
"Dec 30, 2016",53.87,54.09,53.41,53.72,53.72,"2,71,094"
"Dec 29, 2016",53.66,54.21,53.46,53.77,53.77,"3,60,194"
"Dec 28, 2016",53.93,54.37,53.56,54.06,54.06,"3,22,535"
